smiles,dielectric_constant,band_gap_eV,Tg_K,monomer,reaction_type,temperature_K,solvent,reaction_time_hours,source,SMILES
[*]C(=O)c1ccc(C10H18AlClO5)cc1[*],3.5342,6.4115,379.0,O=C(O)c1ccc(C10H18AlClO5)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H18AlClO5)cc1[*]
[*]C(=O)c1ccc(C3H2O4Zn)cc1[*],10.6442,6.0307,355.7,O=C(O)c1ccc(C3H2O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C3H2O4Zn)cc1[*]
[*]C(=O)c1ccc(C4H2N2O2S4)cc1[*],5.9688,2.4316,371.6,O=C(O)c1ccc(C4H2N2O2S4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C4H2N2O2S4)cc1[*]
[*]C(=O)c1ccc(C12H7NS3)cc1[*],7.311,1.5003,397.0,O=C(O)c1ccc(C12H7NS3)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C12H7NS3)cc1[*]
[*]C(=O)c1ccc(C26H18N2O2)cc1[*],13.609,0.9912,448.6,O=C(O)c1ccc(C26H18N2O2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C26H18N2O2)cc1[*]
[*]C(=O)c1ccc(C6H8O4Zn)cc1[*],7.1608,5.7853,366.2,O=C(O)c1ccc(C6H8O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8O4Zn)cc1[*]
[*]C(=O)c1ccc(C5H6O4Zn)cc1[*],5.2255,4.8142,362.7,O=C(O)c1ccc(C5H6O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H6O4Zn)cc1[*]
[*]C(=O)c1ccc(C5H3NOS2)cc1[*],6.3658,2.4111,371.3,O=C(O)c1ccc(C5H3NOS2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C5H3NOS2)cc1[*]
[*]C(=O)c1ccc(C20H18O8)cc1[*],8.4638,1.2371,410.4,O=C(O)c1ccc(C20H18O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H18O8)cc1[*]
[*]C(=O)c1ccc(C15H10S2)cc1[*],4.0174,2.8214,402.5,O=C(O)c1ccc(C15H10S2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C15H10S2)cc1[*]
[*]C(=O)c1ccc(C18H16O8)cc1[*],3.4782,4.5296,403.4,O=C(O)c1ccc(C18H16O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C18H16O8)cc1[*]
[*]C(=O)c1ccc(C12H20CdO4)cc1[*],4.5758,5.7357,387.2,O=C(O)c1ccc(C12H20CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H20CdO4)cc1[*]
[*]C(=O)c1ccc(C9H14CdO4)cc1[*],5.1607,4.5559,376.7,O=C(O)c1ccc(C9H14CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C9H14CdO4)cc1[*]
[*]C(=O)c1ccc(C12H12O2S2)cc1[*],4.0812,2.8506,389.6,O=C(O)c1ccc(C12H12O2S2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H12O2S2)cc1[*]
[*]C(=O)c1ccc(C26H16O2S2)cc1[*],4.9974,1.7412,438.6,O=C(O)c1ccc(C26H16O2S2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C26H16O2S2)cc1[*]
[*]C(=O)c1ccc(C9H14CdO4)cc1[*],5.219,5.4522,376.7,O=C(O)c1ccc(C9H14CdO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C9H14CdO4)cc1[*]
[*]C(=O)c1ccc(C9H4OS3)cc1[*],5.9189,1.9834,380.3,O=C(O)c1ccc(C9H4OS3)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C9H4OS3)cc1[*]
[*]C(=O)c1ccc(C8H12O8)cc1[*],3.6242,6.979,368.4,O=C(O)c1ccc(C8H12O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12O8)cc1[*]
[*]C(=O)c1ccc(C20H12O8)cc1[*],5.0509,2.2432,410.4,O=C(O)c1ccc(C20H12O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H12O8)cc1[*]
[*]C(=O)c1ccc(C4H2F6)cc1[*],3.0763,6.8451,364.0,O=C(O)c1ccc(C4H2F6)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C4H2F6)cc1[*]
[*]C(=O)c1ccc(C12H24Cl4Sn2)cc1[*],15.1136,4.5099,392.0,O=C(O)c1ccc(C12H24Cl4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C12H24Cl4Sn2)cc1[*]
[*]C(=O)c1ccc(C4H8F4Sn2)cc1[*],13.2528,4.1927,364.0,O=C(O)c1ccc(C4H8F4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C4H8F4Sn2)cc1[*]
[*]C(=O)c1ccc(C4H8)cc1[*],2.7396,8.1361,364.0,O=C(O)c1ccc(C4H8)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C4H8)cc1[*]
[*]C(=O)c1ccc(C14H12O6)cc1[*],4.9397,2.6278,391.8,O=C(O)c1ccc(C14H12O6)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C14H12O6)cc1[*]
[*]C(=O)c1ccc(C12H24F4Sn2)cc1[*],5.4718,5.5879,392.0,O=C(O)c1ccc(C12H24F4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C12H24F4Sn2)cc1[*]
[*]C(=O)c1ccc(C18H24O6)cc1[*],3.3363,4.7308,405.8,O=C(O)c1ccc(C18H24O6)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C18H24O6)cc1[*]
[*]C(=O)c1ccc(C8H14O4)cc1[*],3.4135,6.716,373.2,O=C(O)c1ccc(C8H14O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H14O4)cc1[*]
[*]C(=O)c1ccc(C10H16O4Zn)cc1[*],4.937,6.2124,380.2,O=C(O)c1ccc(C10H16O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H16O4Zn)cc1[*]
[*]C(=O)c1ccc(C11H18O4Zn)cc1[*],4.49,6.1741,383.7,O=C(O)c1ccc(C11H18O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C11H18O4Zn)cc1[*]
[*]C(=O)c1ccc(C4H4O6)cc1[*],3.7455,7.1042,356.8,O=C(O)c1ccc(C4H4O6)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4O6)cc1[*]
[*]C(=O)c1ccc(C9H4O2S2)cc1[*],5.4521,2.3145,379.1,O=C(O)c1ccc(C9H4O2S2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C9H4O2S2)cc1[*]
[*]C(=O)c1ccc(C6H4Mg2O8)cc1[*],7.5892,6.5835,361.4,O=C(O)c1ccc(C6H4Mg2O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H4Mg2O8)cc1[*]
[*]C(=O)c1ccc(C7H12O4Ti)cc1[*],5.4702,3.066,369.7,O=C(O)c1ccc(C7H12O4Ti)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C7H12O4Ti)cc1[*]
[*]C(=O)c1ccc(C6H12N4O6)cc1[*],3.4567,4.216,383.8,O=C(O)c1ccc(C6H12N4O6)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C6H12N4O6)cc1[*]
[*]C(=O)c1ccc(C10H12N2O3)cc1[*],3.379,6.0323,391.4,O=C(O)c1ccc(C10H12N2O3)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C10H12N2O3)cc1[*]
[*]C(=O)c1ccc(C4H6O4Ti)cc1[*],10.6359,1.9625,359.2,O=C(O)c1ccc(C4H6O4Ti)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H6O4Ti)cc1[*]
[*]C(=O)c1ccc(C4H6O4Sn)cc1[*],6.0978,4.6323,359.2,O=C(O)c1ccc(C4H6O4Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H6O4Sn)cc1[*]
[*]C(=O)c1ccc(C10H18O4Sn)cc1[*],4.5899,5.7363,380.2,O=C(O)c1ccc(C10H18O4Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H18O4Sn)cc1[*]
[*]C(=O)c1ccc(C3H4O6Sn)cc1[*],7.4026,4.7015,353.3,O=C(O)c1ccc(C3H4O6Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C3H4O6Sn)cc1[*]
[*]C(=O)c1ccc(C2H2O6Sn)cc1[*],8.654,3.4134,349.8,O=C(O)c1ccc(C2H2O6Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C2H2O6Sn)cc1[*]
[*]C(=O)c1ccc(C6H6N2O2S2)cc1[*],4.4848,3.0348,378.6,O=C(O)c1ccc(C6H6N2O2S2)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C6H6N2O2S2)cc1[*]
[*]C(=O)c1ccc(C8H4O2S4)cc1[*],5.6367,0.725,375.6,O=C(O)c1ccc(C8H4O2S4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H4O2S4)cc1[*]
[*]C(=O)c1ccc(C5H6HfO4)cc1[*],8.1019,2.5509,362.7,O=C(O)c1ccc(C5H6HfO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H6HfO4)cc1[*]
[*]C(=O)c1ccc(C6H8O4Zr)cc1[*],8.8981,3.0777,366.2,O=C(O)c1ccc(C6H8O4Zr)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8O4Zr)cc1[*]
[*]C(=O)c1ccc(C6H4OS2)cc1[*],5.5488,1.6344,369.8,O=C(O)c1ccc(C6H4OS2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H4OS2)cc1[*]
[*]C(=O)c1ccc(C20H16)cc1[*],3.4584,3.7711,420.0,O=C(O)c1ccc(C20H16)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C20H16)cc1[*]
[*]C(=O)c1ccc(C24H26)cc1[*],3.285,3.7653,434.0,O=C(O)c1ccc(C24H26)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C24H26)cc1[*]
[*]C(=O)c1ccc(C12H16O8Pb2)cc1[*],9.8223,3.7629,382.4,O=C(O)c1ccc(C12H16O8Pb2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H16O8Pb2)cc1[*]
[*]C(=O)c1ccc(C12H16O8Pb2)cc1[*],7.7464,5.3281,382.4,O=C(O)c1ccc(C12H16O8Pb2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H16O8Pb2)cc1[*]
[*]C(=O)c1ccc(C8H20)cc1[*],2.5116,8.9021,378.0,O=C(O)c1ccc(C8H20)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C8H20)cc1[*]
[*]C(=O)c1ccc(C24H24)cc1[*],2.9952,5.1632,434.0,O=C(O)c1ccc(C24H24)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C24H24)cc1[*]
[*]C(=O)c1ccc(C6H8O4Zr)cc1[*],6.4507,3.1676,366.2,O=C(O)c1ccc(C6H8O4Zr)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8O4Zr)cc1[*]
[*]C(=O)c1ccc(C18H12S4)cc1[*],13.0746,1.4834,413.0,O=C(O)c1ccc(C18H12S4)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C18H12S4)cc1[*]
[*]C(=O)c1ccc(C6H4O4S2)cc1[*],4.7968,2.0697,366.2,O=C(O)c1ccc(C6H4O4S2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H4O4S2)cc1[*]
[*]C(=O)c1ccc(C5H6HfO4)cc1[*],10.5949,3.3325,362.7,O=C(O)c1ccc(C5H6HfO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H6HfO4)cc1[*]
[*]C(=O)c1ccc(C6H4O2S)cc1[*],3.9542,4.2025,368.6,O=C(O)c1ccc(C6H4O2S)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H4O2S)cc1[*]
[*]C(=O)c1ccc(C12H22O6Sn)cc1[*],3.9144,4.9682,384.8,O=C(O)c1ccc(C12H22O6Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H22O6Sn)cc1[*]
[*]C(=O)c1ccc(C11H20O4Sn)cc1[*],5.011,5.7601,383.7,O=C(O)c1ccc(C11H20O4Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C11H20O4Sn)cc1[*]
[*]C(=O)c1ccc(C4H6O6Sn)cc1[*],6.2916,5.4296,356.8,O=C(O)c1ccc(C4H6O6Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H6O6Sn)cc1[*]
[*]C(=O)c1ccc(C5H8O4Ti)cc1[*],6.7185,3.0286,362.7,O=C(O)c1ccc(C5H8O4Ti)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H8O4Ti)cc1[*]
[*]C(=O)c1ccc(C5H8O4Sn)cc1[*],6.0568,5.6974,362.7,O=C(O)c1ccc(C5H8O4Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C5H8O4Sn)cc1[*]
[*]C(=O)c1ccc(C8H8N4O4)cc1[*],4.5888,2.7472,393.2,O=C(O)c1ccc(C8H8N4O4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C8H8N4O4)cc1[*]
[*]C(=O)c1ccc(C9H16O4Ti)cc1[*],4.8502,3.5664,376.7,O=C(O)c1ccc(C9H16O4Ti)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C9H16O4Ti)cc1[*]
[*]C(=O)c1ccc(C52H56O8Sn2)cc1[*],4.015,4.8717,522.4,O=C(O)c1ccc(C52H56O8Sn2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C52H56O8Sn2)cc1[*]
[*]C(=O)c1ccc(C30H16O2S4)cc1[*],7.6924,1.5224,452.6,O=C(O)c1ccc(C30H16O2S4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C30H16O2S4)cc1[*]
[*]C(=O)c1ccc(C6H4Mg2O8)cc1[*],6.0499,3.8034,361.4,O=C(O)c1ccc(C6H4Mg2O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H4Mg2O8)cc1[*]
[*]C(=O)c1ccc(C11H18O4Zn)cc1[*],3.7624,6.3957,383.7,O=C(O)c1ccc(C11H18O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C11H18O4Zn)cc1[*]
[*]C(=O)c1ccc(C4H4O4S2)cc1[*],4.4492,3.6556,359.2,O=C(O)c1ccc(C4H4O4S2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H4O4S2)cc1[*]
[*]C(=O)c1ccc(C10H16O4Zn)cc1[*],9.1755,5.9016,380.2,O=C(O)c1ccc(C10H16O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H16O4Zn)cc1[*]
[*]C(=O)c1ccc(C8H12O4)cc1[*],3.6018,4.9243,373.2,O=C(O)c1ccc(C8H12O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12O4)cc1[*]
[*]C(=O)c1ccc(C20H20O8)cc1[*],3.4649,5.6137,410.4,O=C(O)c1ccc(C20H20O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H20O8)cc1[*]
[*]C(=O)c1ccc(C12H24F4Sn2)cc1[*],5.0127,5.5207,392.0,O=C(O)c1ccc(C12H24F4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C12H24F4Sn2)cc1[*]
[*]C(=O)c1ccc(C16H40O4)cc1[*],3.0687,8.0653,401.2,O=C(O)c1ccc(C16H40O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C16H40O4)cc1[*]
[*]C(=O)c1ccc(C8H16F4Sn2)cc1[*],5.2065,5.2901,378.0,O=C(O)c1ccc(C8H16F4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C8H16F4Sn2)cc1[*]
[*]C(=O)c1ccc(C16H24O8)cc1[*],3.6801,6.7769,396.4,O=C(O)c1ccc(C16H24O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C16H24O8)cc1[*]
[*]C(=O)c1ccc(C16H8S4)cc1[*],7.1907,0.9894,406.0,O=C(O)c1ccc(C16H8S4)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C16H8S4)cc1[*]
[*]C(=O)c1ccc(C12H24Cl4Sn2)cc1[*],10.4957,4.5869,392.0,O=C(O)c1ccc(C12H24Cl4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C12H24Cl4Sn2)cc1[*]
[*]C(=O)c1ccc(C8H16O4)cc1[*],3.027,7.5168,373.2,O=C(O)c1ccc(C8H16O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H16O4)cc1[*]
[*]C(=O)c1ccc(C9H4OS3)cc1[*],4.8954,2.3041,380.3,O=C(O)c1ccc(C9H4OS3)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C9H4OS3)cc1[*]
[*]C(=O)c1ccc(C4H16O4)cc1[*],3.1398,7.5471,359.2,O=C(O)c1ccc(C4H16O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H16O4)cc1[*]
[*]C(=O)c1ccc(C20H32O8)cc1[*],3.3649,7.3244,410.4,O=C(O)c1ccc(C20H32O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H32O8)cc1[*]
[*]C(=O)c1ccc(C4H8Cl4Sn2)cc1[*],7.6028,2.3838,364.0,O=C(O)c1ccc(C4H8Cl4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C4H8Cl4Sn2)cc1[*]
[*]C(=O)c1ccc(C6H8O8)cc1[*],3.6205,6.2698,361.4,O=C(O)c1ccc(C6H8O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8O8)cc1[*]
[*]C(=O)c1ccc(C20H32O8)cc1[*],3.5702,6.8383,410.4,O=C(O)c1ccc(C20H32O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H32O8)cc1[*]
[*]C(=O)c1ccc(C4H8F4Sn2)cc1[*],15.101,3.9597,364.0,O=C(O)c1ccc(C4H8F4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C4H8F4Sn2)cc1[*]
[*]C(=O)c1ccc(C8H16Cl4Sn2)cc1[*],22.9593,4.3549,378.0,O=C(O)c1ccc(C8H16Cl4Sn2)cc1C(=O)O,Addition Polymerization,353.15,Toluene,3.0,database,[*]C(=O)c1ccc(C8H16Cl4Sn2)cc1[*]
[*]C(=O)c1ccc(C12H12F12O4)cc1[*],3.3011,7.4158,387.2,O=C(O)c1ccc(C12H12F12O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H12F12O4)cc1[*]
[*]C(=O)c1ccc(C14H32O14)cc1[*],3.7925,7.677,382.2,O=C(O)c1ccc(C14H32O14)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C14H32O14)cc1[*]
[*]C(=O)c1ccc(C20H28O4)cc1[*],3.2209,4.3489,415.2,O=C(O)c1ccc(C20H28O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H28O4)cc1[*]
[*]C(=O)c1ccc(C26H16O4)cc1[*],4.2596,3.1383,436.2,O=C(O)c1ccc(C26H16O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C26H16O4)cc1[*]
[*]C(=O)c1ccc(C6H4Mg2O8)cc1[*],5.2466,6.1023,361.4,O=C(O)c1ccc(C6H4Mg2O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H4Mg2O8)cc1[*]
[*]C(=O)c1ccc(C10H4OS3)cc1[*],6.592,1.6466,383.8,O=C(O)c1ccc(C10H4OS3)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C10H4OS3)cc1[*]
[*]C(=O)c1ccc(C4H8O4)cc1[*],3.4474,7.0407,359.2,O=C(O)c1ccc(C4H8O4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C4H8O4)cc1[*]
[*]C(=O)c1ccc(C11H18O4Zn)cc1[*],3.8003,6.5754,383.7,O=C(O)c1ccc(C11H18O4Zn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C11H18O4Zn)cc1[*]
[*]C(=O)c1ccc(C12H16Mg2O8)cc1[*],4.6377,6.3405,382.4,O=C(O)c1ccc(C12H16Mg2O8)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C12H16Mg2O8)cc1[*]
[*]C(=O)c1ccc(C15H28O4Sn)cc1[*],3.6605,6.3063,397.7,O=C(O)c1ccc(C15H28O4Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C15H28O4Sn)cc1[*]
[*]C(=O)c1ccc(C8H12N4O4)cc1[*],3.7218,5.6819,393.2,O=C(O)c1ccc(C8H12N4O4)cc1C(=O)O,Condensation (Polyimidation),453.15,NMP (N-Methyl-2-pyrrolidone),6.0,database,[*]C(=O)c1ccc(C8H12N4O4)cc1[*]
[*]C(=O)c1ccc(C20H44O4Sn2)cc1[*],3.7735,4.5685,415.2,O=C(O)c1ccc(C20H44O4Sn2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C20H44O4Sn2)cc1[*]
[*]C(=O)c1ccc(C6H10O6Sn)cc1[*],5.039,5.2094,363.8,O=C(O)c1ccc(C6H10O6Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H10O6Sn)cc1[*]
[*]C(=O)c1ccc(C9H16O4Sn)cc1[*],6.9156,5.9627,376.7,O=C(O)c1ccc(C9H16O4Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C9H16O4Sn)cc1[*]
[*]C(=O)c1ccc(C15H28O4Sn)cc1[*],4.5401,5.8974,397.7,O=C(O)c1ccc(C15H28O4Sn)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C15H28O4Sn)cc1[*]
[*]C(=O)c1ccc(C7H12O4Ti)cc1[*],5.4064,3.1188,369.7,O=C(O)c1ccc(C7H12O4Ti)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C7H12O4Ti)cc1[*]
[*]C(=O)c1ccc(C8H12HfO4)cc1[*],5.1227,3.3076,373.2,O=C(O)c1ccc(C8H12HfO4)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C8H12HfO4)cc1[*]
[*]C(=O)c1ccc(C16H12O2S2)cc1[*],4.4806,2.3706,403.6,O=C(O)c1ccc(C16H12O2S2)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C16H12O2S2)cc1[*]
[*]C(=O)c1ccc(C6H8O4Zr)cc1[*],6.405,3.1603,366.2,O=C(O)c1ccc(C6H8O4Zr)cc1C(=O)O,Esterification,393.15,DMF (Dimethylformamide),4.5,database,[*]C(=O)c1ccc(C6H8O4Zr)cc1[*]
